headline,pubDate,tokens,lemmatized_tokens,source,voice_spacy,Described Victim,Suffering Label,Perpetrator,mentions_death,Implicit Perpetrator,week,voice_gpt4
Labor MP Josh Burns says Australia’s UN Gaza ceasefire vote not relevant to ‘people on the ground’,2023-12-14,"['Labor', 'MP', 'Josh', 'Burns', 'says', 'Australia’s', 'UN', 'Gaza', 'ceasefire', 'vote', 'not', 'relevant', 'to', '‘people', 'on', 'the', 'ground’']","['Labor', 'MP', 'Josh', 'Burns', 'say', 'Australia’s', 'UN', 'Gaza', 'ceasefire', 'vote', 'not', 'relevant', 'to', '‘people', 'on', 'the', 'ground’']",guardian,active,,No suffering described,none,0,Other,2023-12-11,active
Germany arrests over alleged Hamas anti-Jewish plot,2023-12-14,"['Germany', 'arrests', 'over', 'alleged', 'Hamas', 'anti-Jewish', 'plot']","['Germany', 'arrest', 'over', 'alleged', 'Hamas', 'anti-Jewish', 'plot']",bbc,active,2.0,Other suffering,germany,0,Hamas,2023-12-11,active
"3-Day Israeli Raid in Jenin Kills at Least 12, West Bank Officials Say",2023-12-14,"['3-Day', 'Israeli', 'Raid', 'in', 'Jenin', 'Kills', 'at', 'Least', '12,', 'West', 'Bank', 'Officials', 'Say']","['3-Day', 'Israeli', 'Raid', 'in', 'Jenin', 'Kills', 'at', 'Least', '12,', 'West', 'Bank', 'Officials', 'Say']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2023-12-11,active
Israel hostages: IDF says it mistakenly killed three men held in Gaza,2023-12-15,"['Israel', 'hostages:', 'IDF', 'says', 'it', 'mistakenly', 'killed', 'three', 'men', 'held', 'in', 'Gaza']","['Israel', 'hostages:', 'IDF', 'say', 'it', 'mistakenly', 'killed', 'three', 'men', 'held', 'in', 'Gaza']",bbc,active,1.0,Israeli suffering,israel,1,Israel,2023-12-11,active
How Israel jails hundreds of Palestinians without charge,2023-12-15,"['How', 'Israel', 'jails', 'hundreds', 'of', 'Palestinians', 'without', 'charge']","['How', 'Israel', 'jail', 'hundred', 'of', 'Palestinians', 'without', 'charge']",bbc,active,0.0,Palestinian suffering,israel,0,Israel,2023-12-11,active
"Apology, Tears and Terror: A Former Hostage Recounts a 7-Week Ordeal",2023-12-15,"['Apology,', 'Tears', 'and', 'Terror:', 'A', 'Former', 'Hostage', 'Recounts', 'a', '7-Week', 'Ordeal']","['Apology,', 'Tears', 'and', 'Terror:', 'A', 'Former', 'Hostage', 'Recounts', 'a', '7-Week', 'Ordeal']",nyt,unclear,,No suffering described,none,0,Other,2023-12-11,active
"At Least 12 Killed in Israeli Raid in West Bank, Palestinians Say",2023-12-15,"['At', 'Least', '12', 'Killed', 'in', 'Israeli', 'Raid', 'in', 'West', 'Bank,', 'Palestinians', 'Say']","['At', 'Least', '12', 'Killed', 'in', 'Israeli', 'Raid', 'in', 'West', 'Bank,', 'Palestinians', 'Say']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2023-12-11,passive
"Quotation of the Day: At Least 12 Killed, Palestinians Say, During Israeli Incursion in West Bank",2023-12-15,"['Quotation', 'of', 'the', 'Day:', 'At', 'Least', '12', 'Killed,', 'Palestinians', 'Say,', 'During', 'Israeli', 'Incursion', 'in', 'West', 'Bank']","['Quotation', 'of', 'the', 'Day:', 'At', 'Least', '12', 'Killed,', 'Palestinians', 'Say,', 'During', 'Israeli', 'Incursion', 'in', 'West', 'Bank']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2023-12-11,passive
Israel Recovers the Bodies of 3 Hostages in Gaza.,2023-12-15,"['Israel', 'Recovers', 'the', 'Bodies', 'of', '3', 'Hostages', 'in', 'Gaza.']","['Israel', 'Recovers', 'the', 'Bodies', 'of', '3', 'Hostages', 'in', 'Gaza.']",nyt,unclear,1.0,Israeli suffering,none,0,Israel,2023-12-11,active
Private Gun Ownership in Israel Spikes After Hamas Attacks,2023-12-15,"['Private', 'Gun', 'Ownership', 'in', 'Israel', 'Spikes', 'After', 'Hamas', 'Attacks']","['Private', 'Gun', 'Ownership', 'in', 'Israel', 'Spikes', 'After', 'Hamas', 'Attacks']",nyt,unclear,1.0,Israeli suffering,hamas,0,Hamas,2023-12-11,active
Israel Says 3 Hostages Bore White Flag Before Being Killed by Troops,2023-12-16,"['Israel', 'Says', '3', 'Hostages', 'Bore', 'White', 'Flag', 'Before', 'Being', 'Killed', 'by', 'Troops']","['Israel', 'Says', '3', 'Hostages', 'Bore', 'White', 'Flag', 'Before', 'Being', 'Killed', 'by', 'Troops']",nyt,passive,1.0,Israeli suffering,israel,1,Israel,2023-12-11,active
"Hostages were carrying white cloth when shot, IDF says",2023-12-16,"['Hostages', 'were', 'carrying', 'white', 'cloth', 'when', 'shot,', 'IDF', 'says']","['Hostages', 'were', 'carrying', 'white', 'cloth', 'when', 'shot,', 'IDF', 'say']",bbc,active,1.0,Israeli suffering,israel,0,Israel,2023-12-11,passive
Israel mourns as the accidental killings of hostages reverberate.,2023-12-16,"['Israel', 'mourns', 'as', 'the', 'accidental', 'killings', 'of', 'hostages', 'reverberate.']","['Israel', 'mourns', 'a', 'the', 'accidental', 'killing', 'of', 'hostage', 'reverberate.']",nyt,active,1.0,Israeli suffering,none,1,Israel,2023-12-11,active
Al Jazeera Cameraman Killed and Bureau Chief Injured in Gaza,2023-12-16,"['Al', 'Jazeera', 'Cameraman', 'Killed', 'and', 'Bureau', 'Chief', 'Injured', 'in', 'Gaza']","['Al', 'Jazeera', 'Cameraman', 'Killed', 'and', 'Bureau', 'Chief', 'Injured', 'in', 'Gaza']",nyt,unclear,0.0,Palestinian suffering,none,1,Other,2023-12-11,passive
Samer Abudaqa: Al Jazeera cameraman killed in Gaza drone strike,2023-12-16,"['Samer', 'Abudaqa:', 'Al', 'Jazeera', 'cameraman', 'killed', 'in', 'Gaza', 'drone', 'strike']","['Samer', 'Abudaqa:', 'Al', 'Jazeera', 'cameraman', 'killed', 'in', 'Gaza', 'drone', 'strike']",bbc,unclear,0.0,Palestinian suffering,none,1,Other,2023-12-11,passive
The perils of hostage rescue,2023-12-17,"['The', 'perils', 'of', 'hostage', 'rescue']","['The', 'peril', 'of', 'hostage', 'rescue']",bbc,unclear,,No suffering described,none,0,Other,2023-12-11,active
More Than 100 Members of This Gaza Clan Have Been Killed in War,2023-12-17,"['More', 'Than', '100', 'Members', 'of', 'This', 'Gaza', 'Clan', 'Have', 'Been', 'Killed', 'in', 'War']","['More', 'Than', '100', 'Members', 'of', 'This', 'Gaza', 'Clan', 'Have', 'Been', 'Killed', 'in', 'War']",nyt,passive,0.0,Palestinian suffering,none,1,Other,2023-12-11,passive
Hostages shot by IDF put out 'SOS' sign written with leftover food,2023-12-17,"['Hostages', 'shot', 'by', 'IDF', 'put', 'out', ""'SOS'"", 'sign', 'written', 'with', 'leftover', 'food']","['Hostages', 'shot', 'by', 'IDF', 'put', 'out', ""'SOS'"", 'sign', 'written', 'with', 'leftover', 'food']",bbc,active,1.0,Israeli suffering,israel,0,Israel,2023-12-11,passive
Hostage Deaths Fuel Israelis’ Doubts About Netanyahu,2023-12-17,"['Hostage', 'Deaths', 'Fuel', 'Israelis’', 'Doubts', 'About', 'Netanyahu']","['Hostage', 'Deaths', 'Fuel', 'Israelis’', 'Doubts', 'About', 'Netanyahu']",nyt,unclear,1.0,Israeli suffering,none,0,Other,2023-12-11,active
U.S. Urges Israel to Do More to Spare Civilians in Gaza and Pushes Hostage Talks,2023-12-18,"['U.S.', 'Urges', 'Israel', 'to', 'Do', 'More', 'to', 'Spare', 'Civilians', 'in', 'Gaza', 'and', 'Pushes', 'Hostage', 'Talks']","['U.S.', 'Urges', 'Israel', 'to', 'Do', 'More', 'to', 'Spare', 'Civilians', 'in', 'Gaza', 'and', 'Pushes', 'Hostage', 'Talks']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2023-12-18,active
C.I.A. Director Discusses Resuming Hostage and Prisoner Exchanges Between Israel and Hamas,2023-12-18,"['C.I.A.', 'Director', 'Discusses', 'Resuming', 'Hostage', 'and', 'Prisoner', 'Exchanges', 'Between', 'Israel', 'and', 'Hamas']","['C.I.A.', 'Director', 'Discusses', 'Resuming', 'Hostage', 'and', 'Prisoner', 'Exchanges', 'Between', 'Israel', 'and', 'Hamas']",nyt,active,,No suffering described,none,0,Other,2023-12-18,active
Thai man speaks of captivity with Israelis killed by mistake,2023-12-18,"['Thai', 'man', 'speaks', 'of', 'captivity', 'with', 'Israelis', 'killed', 'by', 'mistake']","['Thai', 'man', 'speaks', 'of', 'captivity', 'with', 'Israelis', 'killed', 'by', 'mistake']",bbc,active,1.0,Israeli suffering,none,1,Israel,2023-12-18,active
Thai hostage speaks of captivity with Israelis killed by mistake,2023-12-18,"['Thai', 'hostage', 'speaks', 'of', 'captivity', 'with', 'Israelis', 'killed', 'by', 'mistake']","['Thai', 'hostage', 'speaks', 'of', 'captivity', 'with', 'Israelis', 'killed', 'by', 'mistake']",bbc,active,1.0,Israeli suffering,none,1,Other,2023-12-18,active
Hamas releases video showing three elderly Israeli hostages,2023-12-18,"['Hamas', 'releases', 'video', 'showing', 'three', 'elderly', 'Israeli', 'hostages']","['Hamas', 'release', 'video', 'showing', 'three', 'elderly', 'Israeli', 'hostage']",bbc,active,1.0,Israeli suffering,hamas,0,Hamas,2023-12-18,active
Gaza health ministry says Israeli strikes kill 110 in Jabalia,2023-12-18,"['Gaza', 'health', 'ministry', 'says', 'Israeli', 'strikes', 'kill', '110', 'in', 'Jabalia']","['Gaza', 'health', 'ministry', 'say', 'Israeli', 'strike', 'kill', '110', 'in', 'Jabalia']",bbc,active,0.0,Palestinian suffering,israel,1,Israel,2023-12-18,passive
Woman kidnapped by Hamas says she was 'shown off like a trophy',2023-12-18,"['Woman', 'kidnapped', 'by', 'Hamas', 'says', 'she', 'was', ""'shown"", 'off', 'like', 'a', ""trophy'""]","['Woman', 'kidnapped', 'by', 'Hamas', 'say', 'she', 'wa', ""'shown"", 'off', 'like', 'a', ""trophy'""]",bbc,passive,1.0,Israeli suffering,hamas,0,Hamas,2023-12-18,active
Netanyahu Meets With Families of Israeli Hostages,2023-12-19,"['Netanyahu', 'Meets', 'With', 'Families', 'of', 'Israeli', 'Hostages']","['Netanyahu', 'Meets', 'With', 'Families', 'of', 'Israeli', 'Hostages']",nyt,active,1.0,Israeli suffering,none,0,Other,2023-12-18,active
How Much Is Biden’s Support of Israel Hurting Him With Young Voters?,2023-12-19,"['How', 'Much', 'Is', 'Biden’s', 'Support', 'of', 'Israel', 'Hurting', 'Him', 'With', 'Young', 'Voters?']","['How', 'Much', 'Is', 'Biden’s', 'Support', 'of', 'Israel', 'Hurting', 'Him', 'With', 'Young', 'Voters?']",nyt,active,,No suffering described,none,0,Other,2023-12-18,active
How my family escaped bombs in Gaza for a new life in Canada,2023-12-19,"['How', 'my', 'family', 'escaped', 'bombs', 'in', 'Gaza', 'for', 'a', 'new', 'life', 'in', 'Canada']","['How', 'my', 'family', 'escaped', 'bomb', 'in', 'Gaza', 'for', 'a', 'new', 'life', 'in', 'Canada']",bbc,active,0.0,Palestinian suffering,none,0,Israel,2023-12-18,active
"An Israeli airstrike killed 22 of my relatives, but I refuse to hate – video",2023-12-19,"['An', 'Israeli', 'airstrike', 'killed', '22', 'of', 'my', 'relatives,', 'but', 'I', 'refuse', 'to', 'hate', '–', 'video']","['An', 'Israeli', 'airstrike', 'killed', '22', 'of', 'my', 'relatives,', 'but', 'I', 'refuse', 'to', 'hate', '–', 'video']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2023-12-18,passive
"Amid Gaza War and Red Sea Attacks, Yemen’s Houthis Refuse to Back Down",2023-12-20,"['Amid', 'Gaza', 'War', 'and', 'Red', 'Sea', 'Attacks,', 'Yemen’s', 'Houthis', 'Refuse', 'to', 'Back', 'Down']","['Amid', 'Gaza', 'War', 'and', 'Red', 'Sea', 'Attacks,', 'Yemen’s', 'Houthis', 'Refuse', 'to', 'Back', 'Down']",nyt,active,2.0,Other suffering,none,0,Other,2023-12-18,active
What to Know About the Remaining Hostages Taken From Israel,2023-12-20,"['What', 'to', 'Know', 'About', 'the', 'Remaining', 'Hostages', 'Taken', 'From', 'Israel']","['What', 'to', 'Know', 'About', 'the', 'Remaining', 'Hostages', 'Taken', 'From', 'Israel']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2023-12-18,active
Vigil Commemorates Journalists Killed in Gaza,2023-12-20,"['Vigil', 'Commemorates', 'Journalists', 'Killed', 'in', 'Gaza']","['Vigil', 'Commemorates', 'Journalists', 'Killed', 'in', 'Gaza']",nyt,unclear,0.0,Palestinian suffering,none,1,Israel,2023-12-18,passive
"‘I Left Him Behind’: Freed Hostage Fears for Father, Still in Gaza",2023-12-21,"['‘I', 'Left', 'Him', 'Behind’:', 'Freed', 'Hostage', 'Fears', 'for', 'Father,', 'Still', 'in', 'Gaza']","['‘I', 'Left', 'Him', 'Behind’:', 'Freed', 'Hostage', 'Fears', 'for', 'Father,', 'Still', 'in', 'Gaza']",nyt,active,0.0,Palestinian suffering,none,0,Hamas,2023-12-18,active
Israeli Military Uncovers New Evidence About Hostage Deaths in Gaza,2023-12-21,"['Israeli', 'Military', 'Uncovers', 'New', 'Evidence', 'About', 'Hostage', 'Deaths', 'in', 'Gaza']","['Israeli', 'Military', 'Uncovers', 'New', 'Evidence', 'About', 'Hostage', 'Deaths', 'in', 'Gaza']",nyt,unclear,0.0,Palestinian suffering,none,0,Other,2023-12-18,active
Hamas Hostages and Families of Captives Sue Red Cross in Israeli Court,2023-12-22,"['Hamas', 'Hostages', 'and', 'Families', 'of', 'Captives', 'Sue', 'Red', 'Cross', 'in', 'Israeli', 'Court']","['Hamas', 'Hostages', 'and', 'Families', 'of', 'Captives', 'Sue', 'Red', 'Cross', 'in', 'Israeli', 'Court']",nyt,unclear,1.0,Israeli suffering,none,0,Hamas,2023-12-18,active
"Israel’s Destructive Bombs, and DeSantis’s Costly Ground Game",2023-12-22,"['Israel’s', 'Destructive', 'Bombs,', 'and', 'DeSantis’s', 'Costly', 'Ground', 'Game']","['Israel’s', 'Destructive', 'Bombs,', 'and', 'DeSantis’s', 'Costly', 'Ground', 'Game']",nyt,unclear,,No suffering described,israel,0,Israel,2023-12-18,active
Israeli-U.S. Citizen Listed as a Hostage Is Now Said to Have Been Killed,2023-12-22,"['Israeli-U.S.', 'Citizen', 'Listed', 'as', 'a', 'Hostage', 'Is', 'Now', 'Said', 'to', 'Have', 'Been', 'Killed']","['Israeli-U.S.', 'Citizen', 'Listed', 'a', 'a', 'Hostage', 'Is', 'Now', 'Said', 'to', 'Have', 'Been', 'Killed']",nyt,passive,1.0,Israeli suffering,none,1,Hamas,2023-12-18,passive
"Visual Evidence Shows Israel Dropped 2,000-Pound Bombs Where It Ordered Gaza’s Civilians to Move for Safety",2023-12-22,"['Visual', 'Evidence', 'Shows', 'Israel', 'Dropped', '2,000-Pound', 'Bombs', 'Where', 'It', 'Ordered', 'Gaza’s', 'Civilians', 'to', 'Move', 'for', 'Safety']","['Visual', 'Evidence', 'Shows', 'Israel', 'Dropped', '2,000-Pound', 'Bombs', 'Where', 'It', 'Ordered', 'Gaza’s', 'Civilians', 'to', 'Move', 'for', 'Safety']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2023-12-18,active
A Times Investigation Tracked Israel’s Use of One of Its Most Destructive Bombs in South Gaza,2023-12-22,"['A', 'Times', 'Investigation', 'Tracked', 'Israel’s', 'Use', 'of', 'One', 'of', 'Its', 'Most', 'Destructive', 'Bombs', 'in', 'South', 'Gaza']","['A', 'Times', 'Investigation', 'Tracked', 'Israel’s', 'Use', 'of', 'One', 'of', 'Its', 'Most', 'Destructive', 'Bombs', 'in', 'South', 'Gaza']",nyt,active,0.0,Palestinian suffering,israel,0,Israel,2023-12-18,active
Israel says it has arrested hundreds of Hamas and Islamic Jihad members,2023-12-23,"['Israel', 'says', 'it', 'has', 'arrested', 'hundreds', 'of', 'Hamas', 'and', 'Islamic', 'Jihad', 'members']","['Israel', 'say', 'it', 'ha', 'arrested', 'hundred', 'of', 'Hamas', 'and', 'Islamic', 'Jihad', 'member']",bbc,active,0.0,Palestinian suffering,israel,0,Israel,2023-12-18,active
"Israeli campaign to kill Hamas leaders likely to backfire, say earlier assassination targets",2023-12-23,"['Israeli', 'campaign', 'to', 'kill', 'Hamas', 'leaders', 'likely', 'to', 'backfire,', 'say', 'earlier', 'assassination', 'targets']","['Israeli', 'campaign', 'to', 'kill', 'Hamas', 'leader', 'likely', 'to', 'backfire,', 'say', 'earlier', 'assassination', 'target']",guardian,active,0.0,Palestinian suffering,israel,1,Israel,2023-12-18,active
Israel Gaza war: Hamas says 70 killed in Israeli air strike on camp,2023-12-25,"['Israel', 'Gaza', 'war:', 'Hamas', 'says', '70', 'killed', 'in', 'Israeli', 'air', 'strike', 'on', 'camp']","['Israel', 'Gaza', 'war:', 'Hamas', 'say', '70', 'killed', 'in', 'Israeli', 'air', 'strike', 'on', 'camp']",bbc,active,0.0,Palestinian suffering,israel,1,Israel,2023-12-25,passive
Carols by Candlelight: Melbourne woman arrested after pro-Palestine supporters storm stage,2023-12-25,"['Carols', 'by', 'Candlelight:', 'Melbourne', 'woman', 'arrested', 'after', 'pro-Palestine', 'supporters', 'storm', 'stage']","['Carols', 'by', 'Candlelight:', 'Melbourne', 'woman', 'arrested', 'after', 'pro-Palestine', 'supporter', 'storm', 'stage']",guardian,active,2.0,Other suffering,melbourne woman,0,Other,2023-12-25,active
Netanyahu Visits Gaza as Palestinians Mourn an Attack That Officials Say Killed Dozens,2023-12-25,"['Netanyahu', 'Visits', 'Gaza', 'as', 'Palestinians', 'Mourn', 'an', 'Attack', 'That', 'Officials', 'Say', 'Killed', 'Dozens']","['Netanyahu', 'Visits', 'Gaza', 'a', 'Palestinians', 'Mourn', 'an', 'Attack', 'That', 'Officials', 'Say', 'Killed', 'Dozens']",nyt,active,0.0,Palestinian suffering,none,1,Israel,2023-12-25,active
"Iran Accuses Israel of Killing Sayyed Mousavi, a Military Official",2023-12-25,"['Iran', 'Accuses', 'Israel', 'of', 'Killing', 'Sayyed', 'Mousavi,', 'a', 'Military', 'Official']","['Iran', 'Accuses', 'Israel', 'of', 'Killing', 'Sayyed', 'Mousavi,', 'a', 'Military', 'Official']",nyt,active,2.0,Other suffering,israel,1,Israel,2023-12-25,passive
"Israeli strike in Syria kills Iranian commander, Iran says",2023-12-25,"['Israeli', 'strike', 'in', 'Syria', 'kills', 'Iranian', 'commander,', 'Iran', 'says']","['Israeli', 'strike', 'in', 'Syria', 'kill', 'Iranian', 'commander,', 'Iran', 'say']",bbc,active,2.0,Other suffering,israel,1,Israel,2023-12-25,passive
"Israeli airstrike in Damascus kills high-ranking Iranian general, says Iran",2023-12-25,"['Israeli', 'airstrike', 'in', 'Damascus', 'kills', 'high-ranking', 'Iranian', 'general,', 'says', 'Iran']","['Israeli', 'airstrike', 'in', 'Damascus', 'kill', 'high-ranking', 'Iranian', 'general,', 'say', 'Iran']",guardian,active,2.0,Other suffering,israel,1,Israel,2023-12-25,passive
"As World’s Gaze Shifts to Gaza, Israel’s Psyche Remains Defined by Oct. 7 Attack",2023-12-26,"['As', 'World’s', 'Gaze', 'Shifts', 'to', 'Gaza,', 'Israel’s', 'Psyche', 'Remains', 'Defined', 'by', 'Oct.', '7', 'Attack']","['As', 'World’s', 'Gaze', 'Shifts', 'to', 'Gaza,', 'Israel’s', 'Psyche', 'Remains', 'Defined', 'by', 'Oct.', '7', 'Attack']",nyt,passive,1.0,Israeli suffering,none,0,Other,2023-12-25,active
Israel’s National Library Reopens After Delay Caused by Hamas Attacks,2023-12-26,"['Israel’s', 'National', 'Library', 'Reopens', 'After', 'Delay', 'Caused', 'by', 'Hamas', 'Attacks']","['Israel’s', 'National', 'Library', 'Reopens', 'After', 'Delay', 'Caused', 'by', 'Hamas', 'Attacks']",nyt,unclear,1.0,Israeli suffering,hamas,0,Hamas,2023-12-25,active
"Israeli Raid on West Bank Refugee Camp Kills 6, Palestinians Say",2023-12-27,"['Israeli', 'Raid', 'on', 'West', 'Bank', 'Refugee', 'Camp', 'Kills', '6,', 'Palestinians', 'Say']","['Israeli', 'Raid', 'on', 'West', 'Bank', 'Refugee', 'Camp', 'Kills', '6,', 'Palestinians', 'Say']",nyt,active,0.0,Palestinian suffering,israel,1,Israel,2023-12-25,passive
What Happened in One of Israel’s Deadliest Attacks in Gaza,2023-12-28,"['What', 'Happened', 'in', 'One', 'of', 'Israel’s', 'Deadliest', 'Attacks', 'in', 'Gaza']","['What', 'Happened', 'in', 'One', 'of', 'Israel’s', 'Deadliest', 'Attacks', 'in', 'Gaza']",nyt,active,0.0,Palestinian suffering,none,0,Israel,2023-12-25,active
"Israeli American Thought to Be a Hostage Was Killed on Oct. 7, Her Family Says",2023-12-28,"['Israeli', 'American', 'Thought', 'to', 'Be', 'a', 'Hostage', 'Was', 'Killed', 'on', 'Oct.', '7,', 'Her', 'Family', 'Says']","['Israeli', 'American', 'Thought', 'to', 'Be', 'a', 'Hostage', 'Was', 'Killed', 'on', 'Oct.', '7,', 'Her', 'Family', 'Says']",nyt,passive,1.0,Israeli suffering,none,1,Hamas,2023-12-25,passive
Israeli Military Releases New Details on Killing of 3 Hostages,2023-12-29,"['Israeli', 'Military', 'Releases', 'New', 'Details', 'on', 'Killing', 'of', '3', 'Hostages']","['Israeli', 'Military', 'Releases', 'New', 'Details', 'on', 'Killing', 'of', '3', 'Hostages']",nyt,unclear,1.0,Israeli suffering,israel,1,Israel,2023-12-25,active
